Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num
836,1-STORY 1946 & NEWER,60,9600,Level,Sawyer,Normal,4,7,1950,0,442,625,1067,0,1067,2,Good,4,0,Unfinished,2,Normal Sale,128000,290,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
837,1-STORY 1945 & OLDER,90,8100,Level,Old Town,Normal,5,6,1948,0,338,1221,1559,0,1559,2,Average,5,0,Unfinished,2,Normal Sale,153500,346,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
838,2-STORY PUD,21,1680,Level,Briardale,Normal,6,5,1973,158,330,153,483,504,987,2,Average,5,0,Unfinished,1,Normal Sale,100000,0,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
839,1-STORY 1946 & NEWER,75,9525,Level,College Creek,Normal,5,6,1995,0,0,1099,1099,0,1099,3,Good,6,0,Unfinished,1,Normal Sale,144000,278,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
840,1-1/2 STORY ALL AGES,70,11767,Level,Edwards,Normal,5,6,1946,0,352,416,768,432,1200,3,Average,6,0,Unfinished,1,Normal Sale,130500,0,1,0,1,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
841,2-STORY 1945 & OLDER,0,12155,Level,South & West of Iowa State,Normal,6,8,1925,0,156,516,810,672,1482,4,Fair,7,0,Unfinished,1,Normal Sale,140000,254,2,0,2,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
842,2-STORY 1945 & OLDER,60,10440,Level,Old Town,Normal,5,8,1904,0,0,650,958,581,1539,3,Good,8,1,Unfinished,2,Normal Sale,157500,216,2,0,2,0,0,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
843,SPLIT OR MULTI-LEVEL,82,9020,Level,North Ames,Normal,6,7,1966,183,312,276,1165,0,1165,3,Average,6,0,Rough Finished,2,Normal Sale,174900,129,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
844,DUPLEX,80,8000,Level,North Ames,Adjacent Arterial St,5,4,1961,0,0,1800,1800,0,1800,6,Average,10,0,No Garage,0,Normal Sale,141000,0,2,0,2,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
845,1-1/2 STORY ALL AGES,100,12665,Level,Old Town,Adjacent Arterial St,5,8,1915,0,0,876,876,540,1416,4,Average,7,1,Unfinished,3,Normal Sale,153900,612,1,1,1.5,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
846,SPLIT FOYER,0,16647,Level,Sawyer,Adjacent Railroad,5,5,1975,0,1390,0,1701,0,1701,3,Average,6,2,Finished,2,Normal Sale,171000,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
847,2-STORY 1946 & NEWER,75,9317,Level,Sawyer West,Normal,7,5,1993,137,513,227,1006,769,1775,3,Good,7,1,Unfinished,2,Normal Sale,213000,498,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
848,1-STORY 1946 & NEWER,36,15523,Level,College Creek,Normal,5,6,1972,0,460,404,864,0,864,3,Average,5,1,Unfinished,1,Normal Sale,133500,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
849,1-1/2 STORY ALL AGES,75,45600,Banked,Clear Creek,Normal,6,8,1908,0,0,907,1307,1051,2358,5,Average,10,1,Unfinished,2,Normal Sale,240000,701,3,0,3,0,0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
850,SPLIT OR MULTI-LEVEL,80,9600,Level,Veenker,Adjacent Feeder St,6,7,1976,360,0,528,1094,761,1855,3,Average,7,1,Rough Finished,2,Normal Sale,187000,213,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
851,1-STORY PUD,36,4435,Level,College Creek,Normal,6,5,2003,170,659,189,848,0,848,1,Good,3,0,Finished,2,Normal Sale,131500,140,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
852,1-STORY PUD,0,3196,Level,Bloomington Heights,Normal,8,5,2003,40,0,1273,1456,0,1456,2,Good,7,1,Finished,2,Normal Sale,215000,163,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
853,2-1/2 STORY ALL AGES,53,7128,Level,Crawford,Normal,7,5,1941,0,364,554,918,728,1646,4,Average,7,2,Unfinished,1,Normal Sale,164000,126,2,0,2,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
854,SPLIT OR MULTI-LEVEL,0,12095,Level,North Ames,Normal,6,6,1964,115,564,563,1445,0,1445,3,Average,7,1,Rough Finished,2,Normal Sale,158000,180,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
855,1-STORY 1946 & NEWER,102,17920,Level,Sawyer,Normal,5,4,1955,0,306,372,1779,0,1779,3,Average,6,1,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",170000,730,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
856,1-STORY 1946 & NEWER,0,6897,Level,Sawyer,Normal,5,8,1962,0,659,381,1040,0,1040,3,Average,6,0,Unfinished,1,Normal Sale,127000,104,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
857,SPLIT OR MULTI-LEVEL,0,10970,Depression,College Creek,Normal,6,6,1978,0,505,0,1026,0,1026,3,Average,5,0,Unfinished,2,Normal Sale,147000,34,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
858,2-STORY 1946 & NEWER,65,8125,Level,Gilbert,Normal,6,5,1994,0,0,702,702,779,1481,3,Average,6,1,Finished,2,Normal Sale,174000,36,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
859,1-STORY 1946 & NEWER,80,10400,Level,Northwest Ames,Normal,7,5,1976,189,0,1090,1370,0,1370,3,Average,6,1,Rough Finished,2,Sale between family members,152000,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
860,2-STORY 1946 & NEWER,0,11029,Level,Northwest Ames,Adjacent Pos Feature,6,7,1968,220,619,435,1512,1142,2654,4,Good,9,1,Unfinished,2,Normal Sale,250000,287,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
861,1-1/2 STORY ALL AGES,55,7642,Level,Crawford,Normal,7,8,1918,0,0,912,912,514,1426,3,Good,7,1,Unfinished,1,Normal Sale,189950,240,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
862,2 FAMILY CONVERSION,75,11625,Level,Sawyer,Normal,5,4,1965,0,841,198,1039,0,1039,3,Average,6,0,Unfinished,2,Normal Sale,131500,0,2,1,2.5,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
863,1-STORY 1946 & NEWER,81,9672,Level,Sawyer West,Normal,6,5,1984,0,338,702,1097,0,1097,3,Average,6,0,Unfinished,2,Normal Sale,152000,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
864,1-STORY 1946 & NEWER,70,7931,Level,North Ames,Normal,5,5,1959,0,1148,0,1148,0,1148,3,Average,6,0,Unfinished,1,Normal Sale,132500,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
865,1-STORY 1946 & NEWER,72,8640,Level,Somerset,Normal,7,5,2007,0,0,1372,1372,0,1372,3,Good,6,0,Finished,2,Home was not completed when last assessed (associated with New Homes),250580,140,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
866,1-STORY 1946 & NEWER,0,8750,Level,North Ames,Normal,5,6,1970,76,828,174,1002,0,1002,3,Average,5,0,Unfinished,2,Normal Sale,148500,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
867,1-STORY 1946 & NEWER,67,10656,Hillside,Timberland,Normal,8,5,2006,274,0,1638,1646,0,1646,3,Good,6,1,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),248900,272,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
868,1-STORY 1946 & NEWER,85,6970,Level,Sawyer,Adjacent Feeder St,4,5,1961,0,932,108,1120,0,1120,3,Fair,5,0,Rough Finished,2,Normal Sale,129000,168,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
869,2-STORY 1946 & NEWER,0,14762,Level,Gilbert,Adjacent Feeder St,5,6,1948,0,0,0,1547,720,2267,2,Average,7,1,Unfinished,2,Normal Sale,169000,264,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
870,2-STORY 1946 & NEWER,80,9938,Level,Sawyer West,Normal,7,5,1993,246,750,300,1062,887,1949,3,Good,8,1,Finished,2,Normal Sale,236000,246,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
871,1-STORY 1946 & NEWER,60,6600,Level,North Ames,Near Pos Feature,5,5,1962,0,0,894,894,0,894,2,Average,5,0,Unfinished,1,Normal Sale,109500,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
872,2-STORY 1946 & NEWER,70,8750,Level,College Creek,Normal,6,5,1998,116,505,299,804,878,1682,3,Good,7,0,Rough Finished,2,Normal Sale,200500,77,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
873,1-STORY 1946 & NEWER,74,8892,Level,North Ames,Normal,5,7,1953,0,0,105,910,0,910,3,Good,5,0,Unfinished,2,Normal Sale,116000,346,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
875,1-1/2 STORY ALL AGES,52,5720,Level,Old Town,Adjacent Arterial St,5,6,1941,0,0,676,676,455,1131,3,Average,5,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",66500,26,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
876,2-STORY 1946 & NEWER,75,9000,Level,Somerset,Normal,8,5,2007,0,64,1120,1184,1426,2610,4,Excellent,11,1,Finished,2,Home was not completed when last assessed (associated with New Homes),303477,572,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
877,1-STORY 1946 & NEWER,94,25286,Hillside,Mitchell,Normal,4,5,1963,0,633,431,1040,0,1040,3,Average,5,0,Unfinished,2,Normal Sale,132250,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
878,2-STORY 1946 & NEWER,74,8834,Level,Northridge Heights,Normal,9,5,2004,216,1170,292,1462,762,2224,4,Excellent,10,1,Finished,3,Normal Sale,350000,184,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
879,SPLIT FOYER,88,11782,Level,Sawyer,Normal,5,7,1961,0,899,210,1155,0,1155,3,Good,6,0,Unfinished,2,Normal Sale,148000,192,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
880,1-STORY 1946 & NEWER,0,7000,Level,College Creek,Normal,5,8,1978,90,646,218,864,0,864,3,Average,6,0,Unfinished,1,Normal Sale,136500,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
881,1-STORY 1946 & NEWER,60,7024,Level,Edwards,Normal,5,5,2005,0,980,110,1090,0,1090,2,Average,5,0,Finished,2,Normal Sale,157000,49,2,1,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
882,1-1/2 STORY ALL AGES,44,13758,Level,Timberland,Normal,7,5,1990,117,902,254,1187,530,1717,3,Good,7,1,Rough Finished,2,Normal Sale,187500,204,2,1,2.5,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
883,2-STORY 1946 & NEWER,0,9636,Level,Gilbert,Normal,6,5,1992,0,0,808,808,785,1593,3,Average,7,1,Rough Finished,2,Normal Sale,178000,382,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
884,2-1/2 STORY ALL AGES,60,6204,Banked,South & West of Iowa State,Normal,4,5,1912,0,0,795,954,795,1749,5,Average,10,0,Unfinished,1,Normal Sale,118500,188,2,0,2,0,0,0.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
885,1-STORY 1946 & NEWER,65,7150,Level,North Ames,Normal,5,5,1967,60,432,460,892,0,892,3,Average,5,0,Rough Finished,1,Normal Sale,100000,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
886,1-STORY PUD,50,5119,Level,Somerset,Normal,9,5,1999,60,1238,460,1709,0,1709,2,Good,5,1,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",328900,162,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
887,DUPLEX,70,8393,Level,North Ames,Normal,5,5,1959,122,528,1098,1712,0,1712,4,Average,8,0,Finished,2,Sale between family members,145000,326,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
888,1-1/2 STORY ALL AGES,59,16466,Level,Edwards,Normal,5,7,1955,0,0,816,872,521,1393,3,Average,8,0,Unfinished,1,Normal Sale,135500,386,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
889,1-STORY 1946 & NEWER,95,15865,Level,North Ames,Normal,8,6,1970,0,351,1043,2217,0,2217,4,Good,8,1,Unfinished,2,Normal Sale,268000,512,3,0,3,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
890,1-STORY 1946 & NEWER,128,12160,Level,North Ames,Adjacent Feeder St,6,4,1953,90,1024,481,1505,0,1505,2,Average,6,1,Rough Finished,2,Normal Sale,149500,162,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
891,1-1/2 STORY ALL AGES,60,8064,Level,North Ames,Adjacent Arterial St,5,7,1949,0,0,672,672,252,924,3,Average,6,1,Unfinished,2,Normal Sale,122900,0,1,0,1,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
892,2-STORY 1946 & NEWER,70,11184,Level,Sawyer,Normal,6,5,1978,92,226,192,918,765,1683,3,Average,7,1,Rough Finished,2,Normal Sale,172500,243,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
893,1-STORY 1946 & NEWER,70,8414,Level,Sawyer,Normal,6,8,1963,0,663,396,1068,0,1068,3,Average,6,0,Rough Finished,1,Normal Sale,154500,192,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
894,1-STORY 1946 & NEWER,0,13284,Level,Sawyer,Near Pos Feature,5,5,1954,0,1064,319,1383,0,1383,3,Average,6,1,Unfinished,1,Normal Sale,165000,627,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
895,DUPLEX,64,7018,Banked,Sawyer West,Normal,5,5,1979,0,0,0,1535,0,1535,4,Average,8,0,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",118858,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
896,2-STORY 1946 & NEWER,71,7056,Level,North Ames,Normal,6,5,1963,415,400,380,983,813,1796,4,Average,8,1,Rough Finished,2,Normal Sale,140000,50,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
897,1-STORY 1945 & OLDER,50,8765,Level,Iowa DOT and Rail Road,Normal,4,6,1936,0,285,666,951,0,951,2,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",106500,28,1,0,1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
898,DUPLEX,64,7018,Level,Sawyer West,Adjacent Feeder St,5,5,1979,0,0,0,1120,1120,2240,6,Average,12,0,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",142953,154,2,0,2,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2
900,1-STORY 1946 & NEWER,65,6993,Level,Sawyer,Adjacent Feeder St,5,7,1961,0,465,447,1236,0,1236,3,Average,6,1,Unfinished,1,Normal Sale,135000,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
