Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished
755,1-STORY 1946 & NEWER,61.0,7930,Level,North Ames,Normal,6,8,1969,0.0,439,115,1026,0,3,Good,5,0,Rough Finished,2,Normal Sale,156000,219,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,2-STORY PUD,34.0,3230,Level,Somerset,Normal,6,5,1999,894.0,381,348,742,729,3,Average,6,0,Unfinished,2,Normal Sale,172500,24,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757,2-STORY 1946 & NEWER,68.0,10769,Level,College Creek,Normal,8,5,2007,0.0,20,846,866,902,3,Good,7,0,Rough Finished,2,Normal Sale,212000,249,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
758,2-STORY 1946 & NEWER,0.0,11616,Level,Sawyer,Normal,6,5,1978,328.0,438,234,672,714,3,Average,6,1,Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",158900,335,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
759,2-STORY PUD,24.0,2280,Level,Somerset,Normal,7,5,1999,360.0,549,195,757,744,3,Average,6,0,Unfinished,2,Normal Sale,179400,0,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,2-STORY 1946 & NEWER,65.0,12257,Level,Northridge,Normal,8,5,1995,513.0,56,1198,1328,1203,4,Good,9,1,Rough Finished,3,Normal Sale,290000,320,2,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
761,1-STORY 1946 & NEWER,70.0,9100,Level,North Ames,Normal,6,6,1959,0.0,612,252,864,0,2,Average,5,0,Unfinished,1,Normal Sale,127500,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
762,1-STORY 1945 & OLDER,60.0,6911,Level,Brookside,Adjacent Feeder St,5,5,1924,0.0,405,740,1301,0,2,Fair,5,0,Unfinished,2,Normal Sale,100000,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
763,2-STORY 1946 & NEWER,72.0,8640,Level,Somerset,Normal,7,5,2009,0.0,24,732,764,783,3,Good,7,0,Unfinished,2,Normal Sale,215200,214,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
764,2-STORY 1946 & NEWER,82.0,9430,Level,Northridge,Normal,8,5,1999,673.0,1163,89,1268,1097,3,Good,8,1,Rough Finished,3,Normal Sale,337000,308,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,1-STORY PUD,30.0,9549,Level,Veenker,Normal,8,5,1995,0.0,437,0,1494,0,2,Excellent,6,1,Finished,2,Normal Sale,270000,246,2,1,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
766,1-STORY 1946 & NEWER,75.0,14587,Level,Somerset,Normal,9,5,2008,284.0,0,1498,1506,0,2,Excellent,6,1,Finished,2,Home was not completed when last assessed (associated with New Homes),264132,174,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
767,2-STORY 1946 & NEWER,80.0,10421,Level,Northwest Ames,Normal,7,5,1988,42.0,394,586,980,734,3,Average,7,1,Unfinished,2,Normal Sale,196500,450,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,1-1/2 STORY ALL AGES,75.0,12508,Level,Mitchell,Normal,6,7,1940,0.0,660,323,983,767,4,Average,7,0,Unfinished,1,Normal Sale,160000,401,3,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,1-STORY 1946 & NEWER,70.0,9100,Level,College Creek,Normal,7,5,2004,0.0,24,1836,1836,0,3,Good,8,1,Finished,2,Normal Sale,216837,153,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
771,SPLIT FOYER,0.0,7252,Level,Sawyer,Normal,5,5,1982,0.0,685,173,858,0,2,Average,5,0,Unfinished,2,Normal Sale,134900,120,2,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,1-STORY 1946 & NEWER,67.0,8877,Level,Edwards,Normal,4,5,1951,0.0,836,0,1220,0,2,Average,6,0,Unfinished,2,Normal Sale,102000,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
773,SPLIT OR MULTI-LEVEL,94.0,7819,Level,Edwards,Normal,6,5,1976,0.0,422,480,1117,0,3,Average,6,1,Unfinished,2,"Abnormal Sale -  trade, foreclosure, short sale",107000,144,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
774,1-STORY 1946 & NEWER,70.0,10150,Level,North Ames,Adjacent Feeder St,5,5,1958,1.0,456,456,912,0,2,Average,5,0,Rough Finished,1,Normal Sale,114500,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
775,1-STORY 1946 & NEWER,110.0,14226,Level,Northridge Heights,Normal,8,5,2006,375.0,0,1935,1973,0,3,Good,9,1,Finished,3,Home was not completed when last assessed (associated with New Homes),395000,360,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
776,1-STORY PUD,32.0,4500,Level,Mitchell,Normal,6,5,1998,320.0,866,338,1204,0,2,Average,5,0,Finished,2,Normal Sale,162000,247,3,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
777,1-STORY 1946 & NEWER,86.0,11210,Level,College Creek,Normal,7,5,2005,240.0,20,1594,1614,0,3,Good,7,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),221500,203,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
778,1-STORY 1946 & NEWER,100.0,13350,Level,Sawyer,Normal,5,5,1974,0.0,762,102,894,0,3,Average,5,1,Unfinished,2,Normal Sale,142500,241,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779,DUPLEX,60.0,8400,Level,Sawyer West,Adjacent Feeder St,5,5,1977,320.0,0,0,2020,0,4,Average,10,2,Unfinished,2,Normal Sale,144000,0,2,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
780,DUPLEX,78.0,10530,Level,Mitchell,Normal,6,5,1977,90.0,975,0,1004,0,2,Average,4,0,Unfinished,2,Normal Sale,135000,0,2,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781,1-STORY 1946 & NEWER,63.0,7875,Level,Gilbert,Normal,7,5,1995,38.0,0,1237,1253,0,3,Average,6,1,Finished,2,Normal Sale,176000,241,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
782,2-STORY 1946 & NEWER,65.0,7153,Level,Sawyer West,Normal,6,5,1992,0.0,387,374,810,793,3,Good,7,0,Rough Finished,2,Normal Sale,175900,124,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
783,1-STORY 1946 & NEWER,67.0,16285,Level,College Creek,Normal,7,5,2001,0.0,0,1413,1430,0,3,Good,6,0,Rough Finished,2,Normal Sale,187100,33,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
784,SPLIT FOYER,0.0,9101,Level,Mitchell,Normal,5,6,1978,104.0,1097,0,1110,0,1,Good,4,1,Finished,2,Normal Sale,165500,333,2,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,2-1/2 STORY ALL AGES,35.0,6300,Level,Old Town,Normal,6,6,1914,0.0,0,742,742,742,3,Average,9,1,No Garage,0,Normal Sale,128000,425,2,0,0,0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1-STORY 1946 & NEWER,0.0,9790,Level,Northwest Ames,Adjacent Feeder St,6,5,1967,0.0,251,491,1342,0,3,Average,7,1,Unfinished,2,Normal Sale,161500,197,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
787,1-1/2 STORY ALL AGES,60.0,10800,Level,Old Town,Adjacent Arterial St,5,6,1915,0.0,686,0,966,686,4,Average,7,0,Unfinished,1,Normal Sale,139000,196,3,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
788,2-STORY 1946 & NEWER,76.0,10142,Level,Sawyer West,Normal,7,5,2004,0.0,656,300,956,1128,4,Good,8,0,Rough Finished,2,Normal Sale,233000,45,3,1,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
789,1-STORY 1946 & NEWER,50.0,6000,Level,Old Town,Normal,4,7,1954,0.0,0,901,901,0,2,Average,4,0,Unfinished,1,Normal Sale,107900,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
790,2-STORY 1946 & NEWER,0.0,12205,Depression,Clear Creek,Normal,6,8,1966,157.0,568,264,976,1111,5,Good,9,0,Finished,2,Normal Sale,187500,301,2,1,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
791,1-STORY PUD,43.0,3182,Level,Bloomington Heights,Normal,7,5,2005,11.0,16,1129,1145,0,2,Good,5,1,Finished,2,Normal Sale,160200,116,2,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
792,SPLIT OR MULTI-LEVEL,0.0,11333,Level,Mitchell,Normal,6,5,1976,0.0,539,490,1062,0,3,Average,5,2,Rough Finished,2,Normal Sale,146800,120,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
793,2-STORY 1946 & NEWER,92.0,9920,Level,Northridge,Normal,7,5,1996,0.0,862,255,1127,886,3,Average,8,1,Unfinished,2,Normal Sale,269790,310,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
794,1-STORY 1946 & NEWER,76.0,9158,Level,Somerset,Normal,8,5,2007,140.0,0,1496,1496,0,3,Good,7,0,Finished,2,Home was not completed when last assessed (associated with New Homes),225000,298,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
795,2-STORY 1946 & NEWER,0.0,10832,Level,Gilbert,Normal,7,5,1994,0.0,0,712,1086,809,3,Good,7,1,Finished,2,Normal Sale,194500,189,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
796,2-STORY 1946 & NEWER,70.0,8400,Level,Sawyer West,Normal,6,6,1980,130.0,0,650,888,676,3,Average,7,1,Unfinished,2,Normal Sale,171000,254,2,1,0,0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
797,1-STORY 1946 & NEWER,71.0,8197,Level,Sawyer,Normal,6,5,1977,148.0,0,660,1285,0,3,Average,7,1,Rough Finished,2,Normal Sale,143500,138,1,1,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,1-STORY 1946 & NEWER,57.0,7677,Level,North Ames,Normal,5,5,1953,0.0,570,203,773,0,2,Average,4,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",110000,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
799,2-STORY 1946 & NEWER,104.0,13518,Level,Northridge Heights,Normal,9,5,2008,860.0,0,1926,1966,1174,4,Excellent,11,2,Finished,3,Home was not completed when last assessed (associated with New Homes),485000,222,3,1,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
800,1-1/2 STORY ALL AGES,60.0,7200,Level,South & West of Iowa State,Adjacent Feeder St,5,7,1937,252.0,569,162,981,787,3,Good,7,2,Unfinished,1,Normal Sale,175000,264,2,1,0,0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
801,2-STORY 1946 & NEWER,79.0,12798,Hillside,Clear Creek,Adjacent Feeder St,6,5,1997,0.0,462,154,616,1072,4,Good,8,0,Rough Finished,2,Normal Sale,200000,702,3,1,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
802,1-STORY 1945 & OLDER,40.0,4800,Level,Iowa DOT and Rail Road,Normal,4,7,1916,0.0,197,999,1196,0,2,Average,5,0,Unfinished,2,Normal Sale,109900,0,2,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
803,2-STORY 1946 & NEWER,63.0,8199,Level,College Creek,Normal,7,5,2005,0.0,648,80,728,728,3,Good,7,1,Finished,2,Normal Sale,189000,54,3,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
805,1-STORY 1946 & NEWER,75.0,9000,Level,North Ames,Normal,5,5,1954,0.0,812,124,1128,0,2,Average,5,0,Unfinished,1,Sale between family members,118000,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
806,1-STORY 1946 & NEWER,91.0,12274,Level,Somerset,Normal,7,5,2008,256.0,0,1417,1428,0,3,Excellent,6,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),227680,60,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
807,SPLIT OR MULTI-LEVEL,75.0,9750,Level,North Ames,Normal,5,5,1967,0.0,400,100,980,0,3,Average,6,0,Finished,1,Normal Sale,135500,68,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
808,2-STORY 1945 & OLDER,144.0,21384,Level,Brookside,Normal,5,6,1923,0.0,1309,15,1072,504,3,Good,6,1,Rough Finished,2,Normal Sale,223500,312,3,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
809,SPLIT OR MULTI-LEVEL,85.0,13400,Level,North Ames,Normal,5,5,1966,1047.0,516,380,1086,0,3,Average,6,1,Rough Finished,2,Normal Sale,159950,0,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
810,2-1/2 STORY ALL AGES,90.0,8100,Level,Old Town,Normal,5,5,1898,0.0,0,849,1075,1063,2,Average,11,0,Unfinished,2,Normal Sale,106000,196,2,0,0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,1-STORY 1946 & NEWER,78.0,10140,Level,Northwest Ames,Normal,6,6,1974,99.0,663,0,1309,0,3,Good,5,1,Rough Finished,2,Normal Sale,181000,265,2,1,1,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
812,1-STORY PUD,0.0,4438,Level,College Creek,Normal,6,5,2004,169.0,662,186,848,0,1,Good,4,1,Finished,2,Normal Sale,144500,140,2,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813,1-STORY 1946 & NEWER,66.0,8712,Banked,Iowa DOT and Rail Road,Normal,5,5,1952,0.0,0,540,1044,0,2,Fair,4,0,Unfinished,2,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",55993,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
814,1-STORY 1946 & NEWER,75.0,9750,Level,North Ames,Normal,6,6,1958,243.0,608,834,1442,0,4,Average,7,0,Rough Finished,1,Normal Sale,157900,275,1,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
815,1-1/2 STORY ALL AGES,45.0,8248,Level,Edwards,Normal,5,7,1918,0.0,0,686,686,564,3,Fair,7,0,Unfinished,1,Normal Sale,116000,303,1,2,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
816,1-STORY 1946 & NEWER,48.0,12137,Level,College Creek,Normal,7,5,1998,442.0,0,1649,1661,0,3,Good,6,0,Rough Finished,2,Normal Sale,224900,34,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,1-STORY 1946 & NEWER,0.0,11425,Level,North Ames,Normal,5,6,1954,0.0,486,522,1008,0,2,Average,4,1,Rough Finished,1,Normal Sale,137000,120,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
818,1-STORY 1946 & NEWER,0.0,13265,Level,Mitchell,Normal,8,5,2002,148.0,1218,350,1689,0,3,Good,7,2,Rough Finished,3,Normal Sale,271000,209,3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
819,SPLIT OR MULTI-LEVEL,80.0,8816,Level,Clear Creek,Normal,6,7,1971,80.0,504,506,1052,0,3,Average,6,0,Unfinished,2,Normal Sale,155000,0,2,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
820,1-STORY PUD,44.0,6371,Level,Northridge Heights,Normal,7,5,2009,128.0,733,625,1358,0,2,Good,6,1,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),224000,227,3,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
