,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Sale Price Cat,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num,School_Name,School_Index,Comprehensive_Decision,Targeted_Decision,Growth,Percent Proficient,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,sch_Edwards,sch_Fellows,sch_Gilbert,sch_Meeker,sch_Mitchell,sch_Sawyer
821,1-STORY 1946 & NEWER,79,10289,Level,North Ames,Normal,5,7,1965,168,836,237,1073,0,1073,3,Average,6,0,Rough Finished,2,Normal Sale,156000,132K up to 165K,0,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
822,1-1/2 STORY ALL AGES,79,9490,Level,North Ames,Adjacent Arterial St,6,7,1941,0,403,238,958,620,1578,3,Fair,5,2,Unfinished,1,Normal Sale,133000,132K up to 165K,32,2,0,2,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
823,1-STORY 1946 & NEWER,70,7931,Level,North Ames,Normal,5,6,1960,0,374,363,1269,0,1269,3,Average,6,1,Unfinished,1,Normal Sale,155000,132K up to 165K,0,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
824,1-STORY 1946 & NEWER,70,7535,Level,North Ames,Normal,5,7,1958,0,111,522,912,0,912,2,Average,5,0,Finished,1,Normal Sale,120000,Less than 132K,297,1,1,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
825,1-STORY 1946 & NEWER,80,9600,Level,North Ames,Normal,5,6,1959,132,991,50,1041,0,1041,3,Average,6,0,Rough Finished,1,Normal Sale,124500,Less than 132K,312,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
826,1-STORY 1946 & NEWER,75,14559,Level,North Ames,Normal,5,7,1951,70,650,178,1363,0,1363,2,Average,6,2,Unfinished,1,Normal Sale,164900,132K up to 165K,534,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
827,1-STORY 1946 & NEWER,70,9100,Level,North Ames,Adjacent Feeder St,5,5,1958,0,521,169,864,0,864,3,Average,5,0,Unfinished,2,Normal Sale,129900,Less than 132K,0,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
828,1-STORY 1946 & NEWER,90,11988,Level,North Ames,Adjacent Feeder St,6,6,1957,0,777,467,1244,0,1244,3,Average,6,2,Unfinished,1,Normal Sale,150000,132K up to 165K,40,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
829,1-STORY 1946 & NEWER,70,13300,Level,North Ames,Normal,5,7,1956,0,377,551,928,0,928,2,Average,4,0,Unfinished,1,Normal Sale,132000,Less than 132K,417,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
830,1-STORY 1946 & NEWER,60,7200,Level,North Ames,Normal,5,7,1955,0,0,0,827,0,827,2,Average,5,1,Unfinished,1,Normal Sale,107500,Less than 132K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
831,1-STORY 1946 & NEWER,0,12735,Level,North Ames,Normal,4,5,1972,0,600,264,864,0,864,3,Average,5,0,Unfinished,2,Normal Sale,111250,Less than 132K,216,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
832,1-STORY PUD,34,4058,Level,North Ames,Normal,7,5,1998,182,584,0,767,0,767,1,Average,4,0,Finished,1,Normal Sale,133000,132K up to 165K,160,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
833,1-STORY 1946 & NEWER,69,14850,Level,North Ames,Normal,5,5,1957,0,895,197,1092,0,1092,2,Average,6,1,Finished,1,Normal Sale,141000,132K up to 165K,390,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
834,DUPLEX,0,7032,Level,North Ames,Normal,5,5,1979,0,943,0,943,0,943,2,Average,4,2,Unfinished,2,Normal Sale,135960,132K up to 165K,42,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
835,DUPLEX,74,13101,Level,North Ames,Normal,5,5,1965,108,231,1497,1728,0,1728,6,Average,10,0,Unfinished,2,Normal Sale,142600,132K up to 165K,0,2,0,2,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
836,1-STORY 1946 & NEWER,60,7332,Level,North Ames,Normal,6,6,1959,207,414,450,864,0,864,2,Good,4,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",120000,Less than 132K,168,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
837,SPLIT OR MULTI-LEVEL,70,10500,Level,North Ames,Normal,5,7,1971,82,349,23,576,533,1109,3,Average,5,0,Unfinished,1,Normal Sale,139000,132K up to 165K,35,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
838,1-1/2 STORY ALL AGES,80,8480,Level,North Ames,Normal,5,5,1947,0,442,390,832,384,1216,2,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",118500,Less than 132K,260,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
839,1-STORY 1946 & NEWER,0,14585,Level,North Ames,Normal,6,6,1960,85,594,331,1429,0,1429,3,Good,7,2,Unfinished,2,Normal Sale,181900,165K up to 215K,326,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
840,2-STORY 1946 & NEWER,85,13600,Level,North Ames,Normal,7,6,1965,176,454,314,1186,800,1986,3,Average,7,3,Unfinished,2,Normal Sale,205000,165K up to 215K,231,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
841,SPLIT FOYER,80,8800,Level,North Ames,Adjacent Feeder St,6,7,1963,156,763,173,1054,0,1054,3,Good,6,0,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",137500,132K up to 165K,120,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
842,1-STORY 1946 & NEWER,87,10000,Level,North Ames,Normal,6,6,1962,261,0,1116,1116,0,1116,3,Average,5,0,Unfinished,2,Normal Sale,160000,132K up to 165K,385,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
843,1-STORY 1946 & NEWER,0,12342,Level,North Ames,Normal,5,5,1960,0,0,978,1422,0,1422,3,Average,6,1,Rough Finished,1,Normal Sale,139900,132K up to 165K,36,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
844,SPLIT OR MULTI-LEVEL,80,9600,Level,North Ames,Normal,6,6,1955,164,674,350,1520,0,1520,3,Average,7,2,Rough Finished,1,Normal Sale,153000,132K up to 165K,189,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
845,2-STORY 1946 & NEWER,70,11606,Hillside,North Ames,Normal,5,5,1969,192,650,390,1040,1040,2080,5,Fair,9,2,Unfinished,2,Sale between family members,135000,132K up to 165K,335,1,3,2.5,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
846,SPLIT OR MULTI-LEVEL,82,9020,Level,North Ames,Adjacent Feeder St,6,5,1964,259,624,288,1350,0,1350,3,Average,6,0,Rough Finished,2,Normal Sale,168500,165K up to 215K,176,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
847,1-STORY 1946 & NEWER,80,9250,Level,North Ames,Normal,5,7,1954,0,480,108,1056,0,1056,3,Average,6,0,Unfinished,1,Normal Sale,139400,132K up to 165K,390,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
848,SPLIT OR MULTI-LEVEL,75,13860,Level,North Ames,Normal,8,7,1972,0,1410,542,2000,704,2704,4,Excellent,9,3,Finished,2,Normal Sale,345000,215K or more,380,3,1,3.5,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
849,1-STORY 1946 & NEWER,0,10530,Level,North Ames,Normal,6,5,1971,0,282,664,981,0,981,3,Average,5,0,Unfinished,2,Normal Sale,143250,132K up to 165K,352,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
850,1-STORY 1946 & NEWER,60,7200,Level,North Ames,Normal,5,5,1950,0,0,0,1048,0,1048,3,Average,7,0,Unfinished,2,Normal Sale,98300,Less than 132K,27,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
851,2-STORY 1946 & NEWER,70,7700,Level,North Ames,Near Pos Feature,6,5,1966,351,0,756,1051,788,1839,4,Average,7,1,Unfinished,2,Normal Sale,155000,132K up to 165K,340,1,1,1.5,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
852,1-STORY 1946 & NEWER,72,10007,Level,North Ames,Normal,5,7,1959,54,806,247,1053,0,1053,3,Good,5,0,Rough Finished,1,Normal Sale,145500,132K up to 165K,0,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
853,1-1/2 STORY ALL AGES,78,17503,Level,North Ames,Adjacent Arterial St,6,5,1948,0,0,912,912,546,1458,3,Average,6,1,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",97500,Less than 132K,192,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
854,1-STORY 1946 & NEWER,80,9200,Level,North Ames,Normal,6,6,1965,0,892,244,1136,0,1136,3,Average,5,1,Rough Finished,1,Normal Sale,140000,132K up to 165K,426,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
855,1-STORY 1946 & NEWER,70,8120,Level,North Ames,Normal,4,7,1970,0,191,673,864,0,864,3,Average,5,0,Unfinished,2,Normal Sale,124500,Less than 132K,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
856,1-STORY 1946 & NEWER,60,6960,Level,North Ames,Normal,4,6,1970,0,375,250,864,0,864,3,Good,5,0,Unfinished,2,Normal Sale,120500,Less than 132K,96,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
857,DUPLEX,85,11475,Level,North Ames,Normal,5,5,1958,95,0,1584,1776,0,1776,4,Average,9,0,Unfinished,3,"Abnormal Sale -  trade, foreclosure, short sale",110000,Less than 132K,25,3,0,3,0,1,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
858,DUPLEX,60,8544,Level,North Ames,Normal,3,4,1950,0,0,0,1040,0,1040,2,Average,6,0,Unfinished,2,Normal Sale,93500,Less than 132K,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
859,1-STORY 1946 & NEWER,61,7930,Level,North Ames,Normal,6,8,1969,0,439,115,1026,0,1026,3,Good,5,0,Rough Finished,2,Normal Sale,156000,132K up to 165K,219,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
860,1-STORY 1946 & NEWER,70,9100,Level,North Ames,Normal,6,6,1959,0,612,252,864,0,864,2,Average,5,0,Unfinished,1,Normal Sale,127500,Less than 132K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
861,1-STORY 1946 & NEWER,70,10150,Level,North Ames,Adjacent Feeder St,5,5,1958,1,456,456,912,0,912,2,Average,5,0,Rough Finished,1,Normal Sale,114500,Less than 132K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
862,1-STORY 1946 & NEWER,57,7677,Level,North Ames,Normal,5,5,1953,0,570,203,773,0,773,2,Average,4,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",110000,Less than 132K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
863,1-STORY 1946 & NEWER,75,9000,Level,North Ames,Normal,5,5,1954,0,812,124,1128,0,1128,2,Average,5,0,Unfinished,1,Sale between family members,118000,Less than 132K,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Fellows,59.55,0,1,52.75,83.805,51,49,10.5,21.4,11.7,21.1,5.2,0,6.9,6.5,0,60.4,0,0,0,0.5,0,1,0,0,0,0
